time_submitted,age,city,applicant_before,"if applicant before, what program",completed that program,highest education,course,degreeCategory,year_graduated,expected year graduated if still ongoing,postgrad year graduated,expected year graduated if postgrad still ongoing,postgrad degree,monthly net income,monthly gross income,employment status(Employed/Unemployed),job position,career industry,year tenure,position in company,unemployment status if unemployed,last employment(year) if unemployed,salary before being unemployed,job position before being unemployed,career industry before being unemployed,year tenure before being unemployed,Microsoft Excel,Microsoft Power BI,Tableau,Matlab,SQL,Python,R,Java,Stats,eViews,SAS,SPSS,Indicate Other Tools & Programming you know,"In one paragraph, why do you deserve the scholarship slot?"
02/04/2018 07:57,22,Cagayan de Oro,No,,No,Postgrad,Nursing,Health Sciences,2016.0,,,2027.0,Masters in Data Science,47098.0,42098.0,Employed,Marketing Analyst,Business,3,,,,,,,,4,4,3,3,5,4,5,5,5,2,1,1,Tableau,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
05/28/2021 09:26,27,Manila,No,,No,College grad,Sociology,Social Sciences,2015.0,,,,,44300.0,39300.0,Employed,Software Developer,Business,1,,,,,,,,3,3,2,4,2,4,4,4,1,1,5,2,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
05/12/2018 14:40,20,Cagayan de Oro,No,,No,College grad,Software Engineering,IT,2016.0,,,,,,,Unemployed,,,3,,,,,,,,5,3,2,3,4,2,5,3,4,3,2,2,"Python, eViews, Matlab","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
05/06/2024 23:30,32,Bacolod,No,,No,Postgrad,Education,Education,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,4,,,,,,,,3,1,1,4,2,4,2,3,2,2,4,2,"SAS, Python","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
09/16/2022 07:36,26,Cebu,No,,No,College grad,Software Engineering,IT,2015.0,,,,,,,Unemployed,,,0,,,,,,,,2,5,5,1,2,4,1,4,5,3,1,4,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
01/07/2020 20:16,37,Zamboanga,No,,No,College grad,Political Science,Social Sciences,2020.0,,,,,25140.0,20140.0,Employed,Nurse,Engineering,0,,,,,,,,4,5,5,5,5,2,3,2,1,4,2,2,Python,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
02/19/2019 10:57,35,Quezon City,No,,No,College grad,Sociology,Social Sciences,2020.0,,,,,,,Unemployed,,,5,,,,,,,,1,5,4,3,4,3,3,1,1,5,1,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
09/17/2023 09:03,27,Baguio,No,,No,College grad,Accounting,Business,2012.0,,,,,35847.0,30847.0,Employed,Software Developer,Education,5,,,,,,,,1,1,2,3,1,2,1,3,5,4,5,4,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
03/27/2021 06:09,21,Quezon City,No,,No,College grad,Mathematics Education,Education,2012.0,,,,,,,Unemployed,,,1,,,,,,,,2,2,5,3,5,5,4,2,3,1,1,4,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
06/06/2021 13:56,27,Zamboanga,No,,No,College grad,Civil Engineering,Engineering,2021.0,,,,,44340.0,39340.0,Employed,Teacher,Health Sciences,0,,,,,,,,1,5,3,1,2,2,3,5,1,3,3,2,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
01/25/2021 12:52,28,Baguio,No,,No,College grad,Education,Education,2018.0,,,,,,,Unemployed,,,2,,,,,,,,4,3,2,4,1,3,4,5,4,5,5,2,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
08/07/2021 00:49,21,Quezon City,No,,No,College grad,Pharmacy,Health Sciences,2020.0,,,,,,,Unemployed,,,3,,,,,,,,2,4,3,4,4,5,5,2,4,3,3,5,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
11/07/2020 00:10,25,Manila,No,,No,College grad,Psychology,Social Sciences,2015.0,,,,,26015.0,21015.0,Employed,Teacher,Business,4,,,,,,,,2,2,5,3,4,5,3,2,1,1,5,5,"SQL, SAS","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
12/15/2020 22:18,34,Baguio,No,,No,Postgrad,Medical Technology,Health Sciences,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,3,,,,,,,,4,1,1,5,2,5,3,5,5,4,1,5,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
05/23/2019 01:37,34,Cagayan de Oro,No,,No,Postgrad,Marketing,Business,2016.0,,,2024.0,Masters in Data Science,26117.0,21117.0,Employed,Software Developer,Social Sciences,1,,,,,,,,3,1,2,3,1,4,3,2,2,4,3,5,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
09/19/2020 20:55,34,Iloilo,No,,No,College grad,Nursing,Health Sciences,2022.0,,,,,49950.0,44950.0,Employed,Data Analyst,Engineering,5,,,,,,,,2,4,3,4,1,1,3,2,2,5,2,3,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
07/13/2021 20:22,32,Davao,No,,No,College grad,Accounting,Business,2023.0,,,,,26023.0,21023.0,Employed,Nurse,Education,1,,,,,,,,4,4,3,1,1,4,5,1,3,2,4,3,Microsoft Power BI,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
08/09/2019 08:49,33,Quezon City,No,,No,College grad,Medical Technology,Health Sciences,2020.0,,,,,,,Unemployed,,,3,,,,,,,,4,2,3,4,3,5,3,4,2,5,2,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
03/10/2024 00:31,31,Davao,No,,No,College grad,Education,Education,2020.0,,,,,43678.0,38678.0,Employed,Nurse,IT,2,,,,,,,,5,1,4,5,5,4,3,3,4,5,5,3,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
05/11/2023 14:01,36,Baguio,No,,No,College grad,Nursing,Health Sciences,2018.0,,,,,,,Unemployed,,,5,,,,,,,,5,1,2,5,2,2,1,3,4,4,3,5,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
07/16/2021 15:41,34,Baguio,No,,No,College grad,Medical Technology,Health Sciences,2023.0,,,,,29069.0,24069.0,Employed,Engineer,Education,5,,,,,,,,5,5,5,4,1,1,3,5,1,2,2,5,"Matlab, Microsoft Excel",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
01/28/2022 08:04,38,Manila,No,,No,College grad,Medical Technology,Health Sciences,2016.0,,,,,,,Unemployed,,,4,,,,,,,,2,1,1,3,5,3,3,1,4,3,3,2,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
03/04/2019 06:12,38,Quezon City,No,,No,College grad,Medical Technology,Health Sciences,2011.0,,,,,,,Unemployed,,,2,,,,,,,,1,1,4,4,1,3,3,5,4,3,2,1,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
04/28/2022 02:32,31,Baguio,No,,No,College grad,Medical Technology,Health Sciences,2015.0,,,,,47637.0,42637.0,Employed,Data Analyst,Social Sciences,3,,,,,,,,1,3,2,4,3,5,5,2,4,3,1,5,"Java, Tableau","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
07/30/2024 01:38,35,Baguio,No,,No,Postgrad,Electrical Engineering,Engineering,2016.0,,,2025.0,Masters in Data Science,34746.0,29746.0,Employed,Nurse,IT,3,,,,,,,,4,5,2,1,1,5,1,4,3,5,3,1,"Matlab, SAS, Java","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
01/01/2023 23:50,24,Baguio,No,,No,College grad,Information Technology,IT,2022.0,,,,,37452.0,32452.0,Employed,Data Analyst,Health Sciences,2,,,,,,,,2,1,2,1,4,5,5,4,1,4,4,5,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
12/21/2024 10:35,26,Manila,No,,No,College grad,Political Science,Social Sciences,2013.0,,,,,,,Unemployed,,,3,,,,,,,,3,5,4,3,3,4,1,5,2,5,3,1,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
11/25/2019 16:43,32,Iloilo,No,,No,College grad,Marketing,Business,2023.0,,,,,25711.0,20711.0,Employed,Software Developer,Health Sciences,0,,,,,,,,5,5,1,3,3,1,1,5,5,3,2,3,"Microsoft Excel, SAS, SAS","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
04/24/2024 16:50,35,Iloilo,No,,No,College grad,Accounting,Business,2023.0,,,,,39350.0,34350.0,Employed,Accountant,Education,1,,,,,,,,1,1,2,1,2,2,4,3,2,2,3,5,Matlab,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
05/17/2019 00:41,23,Makati,No,,No,College grad,Information Technology,IT,2011.0,,,,,,,Unemployed,,,1,,,,,,,,5,1,2,3,1,5,4,5,1,5,5,4,R,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
08/17/2020 09:21,34,Quezon City,No,,No,College grad,Accounting,Business,2014.0,,,,,44460.0,39460.0,Employed,Nurse,Social Sciences,5,,,,,,,,3,1,3,5,2,2,5,4,4,2,3,5,"Microsoft Power BI, Java","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
08/13/2022 22:04,27,Iloilo,No,,No,College grad,Sociology,Social Sciences,2023.0,,,,,,,Unemployed,,,5,,,,,,,,5,5,5,4,3,5,1,4,2,5,2,1,"Matlab, SPSS, Microsoft Power BI","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
11/04/2023 18:41,40,Manila,No,,No,College grad,Pharmacy,Health Sciences,2023.0,,,,,43437.0,38437.0,Employed,Accountant,Engineering,4,,,,,,,,4,2,4,1,1,4,2,1,5,4,5,2,"Tableau, Matlab","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
01/13/2021 09:52,28,Zamboanga,No,,No,College grad,Early Childhood Education,Education,2020.0,,,,,,,Unemployed,,,0,,,,,,,,3,3,1,1,5,1,2,4,1,1,4,3,"R, Stats, SAS","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
01/16/2024 18:39,34,Manila,No,,No,College grad,Medical Technology,Health Sciences,2020.0,,,,,47114.0,42114.0,Employed,Engineer,Health Sciences,5,,,,,,,,4,5,3,1,2,1,4,4,5,2,5,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
12/17/2020 14:46,40,Baguio,No,,No,College grad,Education,Education,2014.0,,,,,39739.0,34739.0,Employed,Teacher,IT,4,,,,,,,,1,4,4,3,2,1,3,3,1,2,1,4,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
10/01/2021 18:22,29,Cagayan de Oro,No,,No,College grad,Nursing,Health Sciences,2016.0,,,,,45193.0,40193.0,Employed,Marketing Analyst,Business,0,,,,,,,,2,4,3,4,2,2,4,3,3,3,4,1,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
12/12/2023 09:36,34,Cagayan de Oro,No,,No,College grad,Business Administration,Business,2016.0,,,,,,,Unemployed,,,1,,,,,,,,5,5,5,1,5,1,1,4,4,3,2,2,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
05/21/2019 02:26,36,Manila,No,,No,College grad,Political Science,Social Sciences,2013.0,,,,,26511.0,21511.0,Employed,Engineer,Education,5,,,,,,,,5,2,4,4,4,2,1,3,4,1,5,2,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
10/13/2017 09:09,34,Cebu,No,,No,College grad,Pharmacy,Health Sciences,2016.0,,,,,,,Unemployed,,,2,,,,,,,,1,4,2,4,3,5,5,4,5,1,5,3,"SQL, Java",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
08/25/2022 05:49,28,Bacolod,No,,No,College grad,Software Engineering,IT,2016.0,,,,,,,Unemployed,,,2,,,,,,,,1,4,3,2,2,1,4,4,4,1,2,4,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
01/22/2020 18:20,38,Iloilo,No,,No,College grad,Business Administration,Business,2011.0,,,,,,,Unemployed,,,2,,,,,,,,3,5,5,5,1,2,4,3,3,5,4,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
03/29/2022 08:31,21,Quezon City,No,,No,College grad,Pharmacy,Health Sciences,2013.0,,,,,,,Unemployed,,,5,,,,,,,,4,4,4,2,2,2,5,4,1,1,1,5,"Matlab, Tableau","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
10/01/2021 13:18,22,Makati,No,,No,College grad,Education,Education,2013.0,,,,,,,Unemployed,,,3,,,,,,,,3,4,3,3,4,4,1,4,2,4,1,1,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
07/30/2022 01:51,40,Quezon City,No,,No,College grad,Accounting,Business,2020.0,,,,,,,Unemployed,,,5,,,,,,,,3,4,2,5,1,5,4,4,5,4,1,1,Tableau,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
04/29/2021 15:35,30,Iloilo,No,,No,Postgrad,Mathematics Education,Education,2016.0,,,2027.0,Masters in Data Science,31513.0,26513.0,Employed,Accountant,IT,4,,,,,,,,2,5,2,2,5,2,3,1,2,3,5,1,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
12/25/2024 08:33,24,Makati,No,,No,College grad,Early Childhood Education,Education,2010.0,,,,,,,Unemployed,,,5,,,,,,,,1,5,4,4,3,5,4,1,1,3,5,3,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
04/15/2017 16:58,39,Iloilo,No,,No,College grad,Information Technology,IT,2020.0,,,,,,,Unemployed,,,4,,,,,,,,4,1,1,4,1,2,5,1,3,5,1,5,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
09/03/2019 17:55,21,Davao,No,,No,Postgrad,Education,Education,2016.0,,,2024.0,Masters in Data Science,34066.0,29066.0,Employed,Teacher,Engineering,4,,,,,,,,1,3,2,2,1,3,3,2,1,4,3,3,R,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
06/27/2022 14:46,31,Baguio,No,,No,College grad,Political Science,Social Sciences,2011.0,,,,,38066.0,33066.0,Employed,Data Analyst,Business,4,,,,,,,,3,2,4,4,1,5,1,5,3,3,1,5,Python,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
07/29/2021 03:05,32,Davao,No,,No,College grad,Accounting,Business,2017.0,,,,,,,Unemployed,,,5,,,,,,,,2,4,2,3,4,1,2,3,2,4,3,2,"Stats, SPSS, Microsoft Excel","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
09/18/2021 23:22,28,Baguio,No,,No,College grad,Early Childhood Education,Education,2011.0,,,,,25885.0,20885.0,Employed,Nurse,Health Sciences,3,,,,,,,,2,2,4,1,5,1,3,3,2,5,1,4,Matlab,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
02/21/2019 16:10,22,Bacolod,No,,No,Postgrad,Marketing,Business,2016.0,,,2026.0,Masters in Data Science,46256.0,41256.0,Employed,Engineer,Health Sciences,1,,,,,,,,3,5,2,5,2,5,3,3,1,5,1,2,"Microsoft Power BI, Tableau, Matlab","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
02/05/2021 07:25,25,Cebu,No,,No,College grad,Political Science,Social Sciences,2011.0,,,,,38629.0,33629.0,Employed,Engineer,IT,0,,,,,,,,3,2,2,2,2,4,5,2,2,5,4,2,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
08/03/2019 14:21,32,Baguio,No,,No,Postgrad,Nursing,Health Sciences,2016.0,,,2024.0,Masters in Data Science,,,Unemployed,,,4,,,,,,,,1,5,2,1,1,5,4,4,2,4,3,3,"Python, Microsoft Power BI","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
04/10/2019 22:20,26,Cagayan de Oro,No,,No,College grad,Medical Technology,Health Sciences,2012.0,,,,,,,Unemployed,,,4,,,,,,,,4,3,5,4,2,4,5,1,4,5,3,2,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
05/05/2024 03:53,37,Cagayan de Oro,No,,No,College grad,Education,Education,2018.0,,,,,,,Unemployed,,,1,,,,,,,,2,3,3,1,1,4,3,3,3,4,1,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
05/20/2022 04:23,33,Quezon City,No,,No,College grad,Pharmacy,Health Sciences,2010.0,,,,,27416.0,22416.0,Employed,Software Developer,Education,1,,,,,,,,3,3,4,1,4,3,1,1,4,3,5,4,"Java, R, SAS",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
09/07/2023 06:37,29,Bacolod,No,,No,College grad,Pharmacy,Health Sciences,2019.0,,,,,,,Unemployed,,,5,,,,,,,,3,5,2,1,3,1,5,3,4,4,4,1,"Matlab, Stats",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
04/17/2017 15:27,23,Zamboanga,No,,No,College grad,Mathematics Education,Education,2017.0,,,,,,,Unemployed,,,4,,,,,,,,3,1,1,1,2,4,4,4,4,5,3,2,SQL,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
07/18/2023 09:21,27,Iloilo,No,,No,College grad,Electrical Engineering,Engineering,2021.0,,,,,,,Unemployed,,,1,,,,,,,,1,1,2,3,5,4,4,5,3,3,3,1,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
07/28/2024 09:17,39,Cagayan de Oro,No,,No,College grad,Civil Engineering,Engineering,2019.0,,,,,42636.0,37636.0,Employed,Software Developer,Engineering,0,,,,,,,,1,5,3,5,3,2,1,1,2,3,3,1,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
09/25/2018 15:29,32,Iloilo,No,,No,College grad,Mechanical Engineering,Engineering,2015.0,,,,,44466.0,39466.0,Employed,Teacher,Health Sciences,5,,,,,,,,1,4,3,3,3,2,1,3,2,2,3,1,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
09/01/2023 05:55,39,Makati,No,,No,College grad,Pharmacy,Health Sciences,2012.0,,,,,,,Unemployed,,,3,,,,,,,,1,4,4,2,2,4,5,4,1,2,3,5,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
09/14/2021 19:09,32,Baguio,No,,No,Postgrad,Computer Science,IT,2016.0,,,2026.0,Masters in Data Science,44454.0,39454.0,Employed,Data Analyst,IT,5,,,,,,,,5,1,4,2,5,3,5,4,5,1,1,4,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
07/06/2018 12:09,37,Iloilo,No,,No,College grad,Pharmacy,Health Sciences,2020.0,,,,,48736.0,43736.0,Employed,Accountant,Social Sciences,5,,,,,,,,5,1,2,2,2,2,5,5,4,3,1,3,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
12/01/2017 14:32,20,Iloilo,No,,No,College grad,Mathematics Education,Education,2012.0,,,,,49872.0,44872.0,Employed,Data Analyst,IT,0,,,,,,,,2,4,2,5,3,3,3,4,5,5,1,5,"R, R, Matlab","I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
12/17/2020 17:45,33,Baguio,No,,No,College grad,Computer Science,IT,2016.0,,,,,30404.0,25404.0,Employed,Engineer,Social Sciences,3,,,,,,,,4,2,4,3,5,3,5,4,2,2,1,2,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
05/24/2022 04:18,25,Iloilo,No,,No,College grad,Psychology,Social Sciences,2016.0,,,,,,,Unemployed,,,1,,,,,,,,4,1,2,4,5,5,5,3,5,2,1,2,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
03/22/2023 23:29,25,Baguio,No,,No,College grad,Psychology,Social Sciences,2022.0,,,,,46233.0,41233.0,Employed,Accountant,Education,1,,,,,,,,5,3,5,5,1,1,2,5,5,3,4,2,SPSS,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
09/07/2023 02:49,32,Cebu,No,,No,College grad,Business Administration,Business,2020.0,,,,,44320.0,39320.0,Employed,Engineer,IT,5,,,,,,,,1,3,5,1,4,5,3,1,2,2,5,1,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
02/27/2019 12:51,31,Makati,No,,No,College grad,Nursing,Health Sciences,2013.0,,,,,,,Unemployed,,,2,,,,,,,,4,3,5,2,3,3,1,4,1,1,1,3,Stats,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
09/30/2019 21:19,33,Davao,No,,No,College grad,Civil Engineering,Engineering,2022.0,,,,,,,Unemployed,,,0,,,,,,,,3,3,5,4,3,4,2,3,1,3,1,4,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
01/18/2019 11:03,20,Baguio,No,,No,College grad,Medical Technology,Health Sciences,2022.0,,,,,,,Unemployed,,,5,,,,,,,,4,4,1,2,2,3,5,3,3,2,4,3,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
06/07/2018 02:21,20,Quezon City,No,,No,Postgrad,Information Technology,IT,2016.0,,,2026.0,Masters in Data Science,,,Unemployed,,,5,,,,,,,,2,5,4,3,4,3,1,2,4,3,2,5,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
05/02/2020 15:49,39,Manila,No,,No,College grad,Education,Education,2018.0,,,,,,,Unemployed,,,0,,,,,,,,2,3,5,2,2,5,4,3,2,1,4,1,R,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
05/04/2019 10:08,36,Makati,No,,No,College grad,Business Administration,Business,2011.0,,,,,40643.0,35643.0,Employed,Data Analyst,Business,1,,,,,,,,2,3,5,5,4,2,5,3,5,4,4,3,"SAS, Java","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
03/15/2018 17:38,33,Iloilo,No,,No,Postgrad,Nursing,Health Sciences,2016.0,,,2025.0,Masters in Data Science,31571.0,26571.0,Employed,Accountant,Business,0,,,,,,,,5,4,5,2,4,2,2,2,1,1,1,2,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
01/08/2019 05:34,40,Baguio,No,,No,College grad,Electrical Engineering,Engineering,2019.0,,,,,,,Unemployed,,,2,,,,,,,,2,4,1,3,1,5,2,3,5,5,2,5,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
09/18/2019 15:17,35,Baguio,No,,No,College grad,Software Engineering,IT,2020.0,,,,,42450.0,37450.0,Employed,Nurse,Social Sciences,4,,,,,,,,1,2,3,1,5,5,2,2,1,4,3,2,"Python, SQL, Tableau","This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
06/23/2021 11:17,21,Manila,No,,No,College grad,Education,Education,2013.0,,,,,,,Unemployed,,,0,,,,,,,,3,4,2,2,2,3,1,5,5,2,5,2,"Microsoft Excel, Python","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
11/15/2017 12:20,33,Iloilo,No,,No,Postgrad,Computer Science,IT,2016.0,,,2025.0,Masters in Data Science,,,Unemployed,,,5,,,,,,,,5,4,3,1,5,2,5,3,4,4,5,3,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
07/09/2024 23:13,23,Cagayan de Oro,No,,No,College grad,Business Administration,Business,2012.0,,,,,36132.0,31132.0,Employed,Software Developer,Social Sciences,2,,,,,,,,3,1,3,3,1,3,1,3,4,3,2,2,,"Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
12/21/2020 05:31,20,Bacolod,No,,No,Postgrad,Civil Engineering,Engineering,2016.0,,,2027.0,Masters in Data Science,,,Unemployed,,,3,,,,,,,,5,1,1,3,1,2,2,2,4,4,3,3,,I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
08/28/2024 13:30,27,Baguio,No,,No,College grad,Sociology,Social Sciences,2013.0,,,,,,,Unemployed,,,4,,,,,,,,1,2,2,3,3,4,3,1,3,2,1,2,"R, SPSS, Microsoft Power BI","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
09/13/2018 02:10,20,Bacolod,No,,No,College grad,Computer Science,IT,2023.0,,,,,,,Unemployed,,,1,,,,,,,,4,4,3,3,1,1,1,4,1,5,1,1,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
03/28/2023 14:12,23,Davao,No,,No,College grad,Business Administration,Business,2015.0,,,,,45671.0,40671.0,Employed,Accountant,Education,0,,,,,,,,4,3,4,1,2,3,3,5,2,2,1,3,"SQL, Microsoft Excel","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
03/02/2024 19:35,32,Zamboanga,No,,No,Postgrad,Accounting,Business,2016.0,,,2024.0,Masters in Data Science,45890.0,40890.0,Employed,Accountant,Business,3,,,,,,,,3,1,1,4,1,3,1,1,3,5,4,4,,"I believe in continuous learning, and this program will provide me with the necessary knowledge to improve my career prospects."
08/28/2022 04:54,27,Davao,No,,No,College grad,Early Childhood Education,Education,2018.0,,,,,37651.0,32651.0,Employed,Software Developer,Health Sciences,3,,,,,,,,2,2,1,2,1,4,3,1,1,3,4,1,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
08/12/2017 21:49,34,Davao,No,,No,College grad,Marketing,Business,2018.0,,,,,,,Unemployed,,,2,,,,,,,,5,2,3,3,1,2,3,2,2,3,2,2,"Tableau, R, Python","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
03/01/2023 12:52,33,Bacolod,No,,No,College grad,Business Administration,Business,2011.0,,,,,40738.0,35738.0,Employed,Accountant,IT,2,,,,,,,,2,4,1,5,1,2,4,4,2,2,5,5,"Java, Tableau","Coming from a financially challenged background, I see this as a great opportunity to grow professionally and help others in the future."
01/20/2021 02:36,35,Makati,No,,No,College grad,Accounting,Business,2018.0,,,,,,,Unemployed,,,4,,,,,,,,4,2,5,5,2,4,1,3,1,1,3,5,"SPSS, eViews, SPSS",I am passionate about data science and eager to learn. This scholarship will allow me to advance my career and contribute to my field.
02/19/2017 01:27,27,Davao,No,,No,Postgrad,Information Technology,IT,2016.0,,,2024.0,Masters in Data Science,,,Unemployed,,,5,,,,,,,,3,3,1,4,3,1,1,3,4,1,2,5,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
09/26/2019 03:21,27,Cagayan de Oro,No,,No,College grad,Business Administration,Business,2013.0,,,,,,,Unemployed,,,4,,,,,,,,3,4,1,1,1,2,3,4,5,3,2,1,,"With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
07/18/2019 17:08,35,Davao,No,,No,College grad,Mathematics Education,Education,2022.0,,,,,,,Unemployed,,,5,,,,,,,,3,1,4,5,5,4,3,4,5,3,2,3,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
07/02/2018 17:11,40,Zamboanga,No,,No,Postgrad,Software Engineering,IT,2016.0,,,2026.0,Masters in Data Science,43319.0,38319.0,Employed,Teacher,Engineering,3,,,,,,,,3,3,4,2,4,4,4,5,5,2,4,5,"Stats, Stats, Java","With this opportunity, I can enhance my skills and use data-driven decision-making to help organizations grow."
09/11/2018 12:54,31,Cebu,No,,No,College grad,Software Engineering,IT,2016.0,,,,,,,Unemployed,,,4,,,,,,,,2,2,1,4,5,4,2,1,4,3,1,4,,"This training is a stepping stone for me to transition into data analysis, a field I have always been interested in."
